"","Name","FIDE.ID","Born","Birthplace","Died","Title.Year","Federation","Sex","Notes"
"140","Barcza, Gedeon",NA,"1911-08-21","Kisújszállás","1986-02-27",1954,"Hungary","M","Gaige"
"141","Bárczay, László",700851,"1936-02-21","Miskolc","2016-04-07",1967,"Hungary","M","Di Felice"
"142","Bareev, Evgeny",4100140,"1966-11-21","Yemanzhelinsk","",1989,"Soviet Union","M","Di Felice; later Russia; currently Canada"
"143","Barlov, Dragan",900214,"1957-01-30","Kragujevac","",1986,"Yugoslavia","M","Di Felice; currently Serbia"
"144","Baron, Tal",2809958,"1992-08-07","","",2011,"Israel","M","Di Felice; title application"
"145","Barrientos, Sergio E.",4401824,"1986-06-29","Medellín","",2011,"Colombia","M","Di Felice; title application"
"146","Barsov, Alexei",14200082,"1966-04-03","Samarkand","",2000,"Uzbekistan","M","Di Felice"
"147","Bartel, Mateusz",1112635,"1985-01-03","Warsaw","",2005,"Poland","M","Di Felice; title application"
"148","Barua, Dibyendu",5000025,"1966-10-27","Chittagong","",1991,"India","M","Di Felice"
"149","Barus, Cerdas",7100094,"1962-01-01","Kabanjahe","",2003,"Indonesia","M","Di Felice"
"150","Baryshpolets, Andrey",14117207,"1991-01-16","Kyiv","",2013,"Ukraine","M","Di Felice; title application"
"151","Basso, Pier Luigi",866970,"1997-12-15","Montebelluna","",2018,"Italy","M","title application"
"152","Batchuluun, Tsegmed",4900847,"1987-02-04","Ulan Bator","",2012,"Mongolia","M","Di Felice; title application"
"153","Batsiashvili, Nino",13602993,"1987-01-01","Batumi","",2018,"Georgia","F","Di Felice; title application"
"154","Batsuren, Dambasuren",4902920,"2004-01-22","","",2020,"Mongolia","M","Di Felice; title application"
"155","Batyrov, Sapar",14000237,"1967-11-29","","",1998,"Turkmenistan","M","Di Felice"
"156","Bauer, Christian",603767,"1977-01-11","Forbach","",1997,"France","M","Di Felice"
"157","Becerra Rivero, Julio",3501728,"1973-10-15","Havana","",1997,"Cuba","M","Di Felice; currently United States"
"158","Bedia, Melor",4137752,"1979-09-26","","",2011,"Russia","M","Di Felice; title application"
"159","Beim, Valeri",1613782,"1950-03-17","","",1994,"Israel","M","Di Felice; currently Austria"
"160","Beliavsky, Alexander G.",14602377,"1953-12-17","Lviv","",1975,"Soviet Union","M","Di Felice; later Ukraine; currently Slovenia"
"161","Belikov, Vladimir",4103904,"1971-08-02","","",2000,"Russia","M","Di Felice"
"162","Belkhodja, Slim",600229,"1962-11-23","","",2002,"Tunisia","M","Di Felice"
"163","Bellahcene, Bilel",696358,"1998-03-14","Strasbourg","",2018,"France","M","title application; currently Algeria"
"164","Bellón López, Juan Manuel",2200031,"1950-05-08","Valencia","",1978,"Spain","M","Di Felice"
"165","Belous, Vladimir",4174003,"1993-07-29","Kamensk-Shakhtinsky","",2013,"Russia","M","Di Felice; title application"
"166","Belov, Vladimir",4132394,"1984-08-06","Kirzhach","",2003,"Russia","M","Di Felice"
"167","Belozerov, Andrei",4120213,"1977-06-17","","",2002,"Russia","M","Di Felice"
"168","Benidze, Davit",13603086,"1991-02-15","Kutaisi","",2013,"Georgia","M","Di Felice; title application"
"169","Benjamin, Joel",2000091,"1964-03-11","New York City","",1986,"United States","M","Di Felice"
"170","Benko, Pal",2000687,"1928-07-15","Amiens","2019-08-26",1958,"United States","M","Gaige; Di Felice"
"171","Bérczes, Dávid",722960,"1990-01-14","Borås","",2008,"Hungary","M","Di Felice; title application"
"172","Berdichevski, Igor",4105249,"1964-07-15","Moscow","",1995,"Russia","M","Di Felice"
"173","Berelowitsch, Alexander",14101440,"1967-07-02","Kharkiv","",1997,"Ukraine","M","Di Felice; previously Aleksandar Berelovich; currently Germany"
"174","Berescu, Alin-Mile",1204920,"1980-04-14","Timișoara","",2007,"Romania","M","Di Felice; title application"
"175","Berg, Emanuel",1704060,"1981-12-28","Skövde","",2004,"Sweden","M","Di Felice; title application"
"176","Berkes, Ferenc",718572,"1985-08-08","Baja","",2002,"Hungary","M","Di Felice"
"177","Bernadskiy, Vitaliy",14100371,"1994-10-17","Chernovtsy","",2014,"Ukraine","M","Di Felice; title application"
"178","Bernášek, Jan",311995,"1986-05-31","Moravská Třebová","",2013,"Czech Republic","M","Di Felice; title application"
"179","Bernstein, Ossip",NA,"1882-10-02","Zhytomyr","1962-11-30",1950,"France","M","Di Felice; Gaige; born 2 Oct [O.S. 20 Sep]"
"180","Beshukov, Sergei",4105451,"1971-04-01","","",1994,"Russia","M","Di Felice"
"181","Bezgodov, Alexei",4105257,"1969-06-30","","",1999,"Russia","M","Di Felice"
"182","Bezold, Michael",4601718,"1972-05-23","Bayreuth","",1998,"Germany","M","Di Felice"
"183","Bhat, Vinay",2011352,"1984-06-04","Santa Clara","",2008,"United States","M","Di Felice; title application"
"184","Bilguun, Sumiya",4901541,"1997-03-25","","",2020,"Mongolia","M","Di Felice; title application"
"185","Bilek, István",700525,"1932-08-11","Budapest","2010-03-20",1962,"Hungary","M","Di Felice"
"186","Bindrich, Falko",4676670,"1990-10-17","Zittau","",2007,"Germany","M","Di Felice; title application"
"187","Bischoff, Klaus",4600045,"1961-06-09","Ulm","",1990,"West Germany","M","Di Felice; currently Germany"
"188","Bisguier, Arthur",2001098,"1929-10-08","New York City","2017-04-05",1957,"United States","M","Di Felice"
"189","Bistrić, Faruk",14400294,"1958-10-01","Sarajevo","",2003,"Bosnia and Herzegovina","M","Di Felice; title application"
"190","Bitoon, Richard",5201110,"1975-12-14","Cebu","",2011,"Philippines","M","Di Felice; title application"
"191","Biyiasas, Peter",2000431,"1950-11-19","Athens","",1978,"Canada","M","Di Felice; currently United States"
"192","Bjerre, Jonas Buhl",1444948,"2004-06-26","","",2020,"Denmark","M","title application; IM title application"
"193","Blagojević, Dragiša",900885,"1966-01-01","Tuzla","",2004,"Montenegro","M","Di Felice; title application"
"194","Blatný, Pavel",300047,"1968-06-22","Brno","",1993,"Czech Republic","M","Di Felice"
"195","Blehm, Paweł",1107836,"1980-04-17","Olkusz","",2001,"Poland","M","Di Felice"
"196","Blomqvist, Erik",1709437,"1990-10-19","Stockholm","",2013,"Sweden","M","Di Felice; title application"
"197","Blübaum, Matthias",24651516,"1997-04-18","Lemgo","",2015,"Germany","M","Di Felice; title application"
"198","Bluvshtein, Mark",2603608,"1988-04-20","Yaroslavl","",2004,"Canada","M","Di Felice; title application"
"199","Bobotsov, Milko",2900270,"1931-10-30","Plovdiv","2000-04-03",1961,"Bulgaria","M","Di Felice"
"200","Bobras, Piotr",1106880,"1977-09-09","Białystok","",2005,"Poland","M","Di Felice; title application"
"201","Bocharov, Dmitry",4138716,"1982-10-20","Novosibirsk","",2003,"Russia","M","Di Felice"
"202","Bocharov, Ivan",4180887,"1990-01-06","Berdsk","",2020,"Russia","M","Di Felice; title application"
"203","Bogdanovich, Stanislav",14115298,"1993-02-04","Odessa","2020-03-05",2017,"Ukraine","M","Di Felice; title application"
"204","Bogdanovski, Vlatko",15000206,"1964-12-31","","",1993,"North Macedonia","M","Di Felice"
"205","Bogner, Sebastian",4692055,"1991-01-17","Pforzheim","",2009,"Germany","M","Di Felice; title application; currently Switzerland"
"206","Bogoljubov, Efim",NA,"1889-04-14","Stanislavitsk, near Kyiv","1952-06-18",1951,"West Germany","M","Di Felice; Gaige"
"207","Bogosavljević, Boban",931152,"1988-04-26","Vršac","",2008,"Serbia","M","Di Felice; title application"
"208","Bojkov, Dejan",2904292,"1977-07-03","Shumen","",2008,"Bulgaria","M","Di Felice; title application"
"209","Bok, Benjamin",1017063,"1995-01-25","Lelystad","",2014,"Netherlands","M","Di Felice; title application"
"210","Bolbochán, Julio",NA,"1920-03-20","Buenos Aires","1996-06-28",1977,"Argentina","M","Di Felice; honorary"
"211","Boleslavsky, Isaac",NA,"1919-06-09","Zolotonosha","1977-02-15",1950,"Soviet Union","M","Gaige; Di Felice"
"212","Bologan, Victor",13900048,"1971-12-14","Chișinău","",1991,"Moldova","M","Di Felice"
"213","Bondarevsky, Igor",NA,"1913-05-12","Rostov-on-Don","1979-06-14",1950,"Soviet Union","M","Gaige; Di Felice"
"214","Bönsch, Uwe",4611268,"1958-10-15","Halle (Saale)","",1986,"West Germany","M","Di Felice; currently Germany"
"215","Böök, Eero",NA,"1910-02-09","Helsinki","1990-01-07",1984,"Finland","M","Di Felice; honorary"
"216","Borges Mateos, Juan",3500160,"1966-03-28","Caimanera","",2004,"Cuba","M","Di Felice"
"217","Borišek, Jure",14603152,"1986-07-27","Šempeter pri Gorici","",2009,"Slovenia","M","Di Felice; title application"
"218","Boros, Dénes",722340,"1988-04-30","Budapest","",2009,"Hungary","M","Di Felice; title application"
"219","Borovikov, Vladislav",14102811,"1973-08-10","","",2001,"Ukraine","M","Di Felice"
"220","Bortnyk, Olexandr",14120828,"1996-10-18","Oleksandrivka","",2015,"Ukraine","M","Di Felice; title application"
"221","Boruchovsky, Avital",2800055,"1997-03-15","Israel","",2014,"Israel","M","Di Felice; title application"
"222","Bosiočić, Marin",14507927,"1988-08-08","Rijeka","",2008,"Croatia","M","Di Felice; title application"
"223","Botvinnik, Mikhail",NA,"1911-08-17","Kuokkala","1995-05-05",1950,"Soviet Union","M","Di Felice; later Russia"
"224","Bouaziz, Slim",5500010,"1950-04-16","Tunis","",1993,"Tunisia","M","Di Felice"
"225","Brandenburg, Daan",1011014,"1987-11-14","Lelystad","",2011,"Netherlands","M","Di Felice; title application"
"226","Braun, Arik",4663527,"1988-02-08","Aresing","",2008,"Germany","M","Di Felice; title application"
"227","Brenjo, Slaviša",913723,"1974-04-02","Nevesinje","",2009,"Serbia","M","Di Felice; title application"
"228","Bricard, Emmanuel",600245,"1966-05-04","Versailles","",2005,"France","M","Di Felice; title application"
"229","Brkić, Ante",14506688,"1988-03-31","Stari Mikanovci","",2007,"Croatia","M","Di Felice; title application"
"230","Brodsky, Michail",14100932,"1969-03-27","","",1994,"Ukraine","M","Di Felice"
"231","Bromberger, Stefan",4635248,"1982-03-19","Neuss","",2014,"Germany","M","Di Felice; title application"
"232","Bronstein, David",4101359,"1924-02-19","Belaya Tserkov","2006-12-05",1950,"Soviet Union","M","Di Felice; later Russia"
"233","Brown, Michael",2037602,"1997-08-24","Irvine, California","",2019,"United States","M","Di Felice; title application"
"234","Browne, Walter",2000210,"1949-01-10","Sydney","2015-06-24",1970,"Australia","M","Di Felice; later United States"
"235","Brunello, Sabino",813613,"1989-06-27","Lovere","",2010,"Italy","M","Di Felice; title application"
"236","Brunner, Lucas",1300024,"1967-05-29","Bern","",1994,"Switzerland","M","Di Felice"
"237","Bruzón Batista, Lázaro",3503739,"1982-05-02","Holguín","",1999,"Cuba","M","Di Felice; currently United States"
"238","Brynell, Stellan",1700219,"1962-09-28","","",2001,"Sweden","M","Di Felice"
"239","Bryzgalin, Kirill",4133285,"1982-12-14","Sochi","",2008,"Russia","M","Di Felice; title application"
"240","Bu Xiangzhi",8601445,"1985-12-10","Qingdao","",2000,"China","M","Di Felice"
"241","Budisavljevic, Luka",960047,"2004-01-22","","",2021,"Serbia","M","title application"
"242","Buhmann, Rainer",4651340,"1981-02-20","Leimen","",2007,"Germany","M","Di Felice; title application"
"243","Bùi, Vĩnh",12400726,"1976-12-25","","",2008,"Vietnam","M","Di Felice; title application"
"244","Bukavshin, Ivan",4199758,"1995-05-03","Rostov-on-Don","2016-01-12",2011,"Russia","M","Di Felice; title application"
"245","Bukić, Enver",14600030,"1937-12-02","Banja Luka","",1976,"Yugoslavia","M","Di Felice; currently Slovenia"
"246","Bulski, Krzysztof",1121499,"1987-02-12","Częstochowa","2020-12-17",2012,"Poland","M","Di Felice; title application"
"247","Bunzmann, Dimitrij",4634284,"1982-02-21","Tekeli","",2003,"Germany","M","Di Felice"
"248","Burg, Twan",1010697,"1990-04-02","Schijndel","",2015,"Netherlands","M","Di Felice; title application"
"249","Burke, John M.",2070901,"2001-07-01","Neptune City, New Jersey","",2018,"United States","M","Di Felice; title application"
"250","Burmakin, Vladimir",4105109,"1967-06-06","","",1994,"Russia","M","Di Felice"
"251","Butnorius, Algimantas",12800066,"1946-11-20","Kaunas","2017-10-30",2007,"Lithuania","M","Di Felice; later Monaco"
"252","Bykhovsky, Anatoly",2806991,"1988-11-19","Samara","",2010,"Israel","M","Di Felice; title application"
"253","Bykhovsky, Avigdor",4101057,"1955-03-05","Moscow","",1993,"Russia","M","Di Felice"
"254","Byrne, Robert",2000385,"1928-04-20","New York City","2013-04-12",1964,"United States","M","Gaige; Di Felice"
"255","Cabrera, Alexis",3502783,"1976-12-25","Matanzas","",2004,"Colombia","M","Di Felice; currently Spain"
"256","Čabrilo, Goran",900249,"1958-07-01","Goražde","",1995,"Serbia","M","Di Felice"
"257","Cámpora, Daniel H.",100013,"1957-06-30","San Nicolás de los Arroyos","",1986,"Argentina","M","Di Felice"
"258","Campos Moreno, Javier B.",3400034,"1959-03-06","Santiago","",2005,"Chile","M","Di Felice; title application"
"259","Can, Emre",6302181,"1990-01-21","İzmir","",2010,"Turkey","M","Di Felice; title application"
"260","Canal, Esteban",NA,"1896-04-19","Chiclayo","1981-02-14",1977,"Peru","M","Di Felice; honorary; later Italy"
"261","Cao Sang",725056,"1973-09-06","","",2003,"Hungary","M","Di Felice; currently Vietnam"
"262","Carlsen, Magnus",1503014,"1990-11-30","Tønsberg","",2004,"Norway","M","Di Felice"
"263","Carlsson, Pontus",1705814,"1982-12-18","Cali","",2007,"Sweden","M","Di Felice; title application"
"264","Caruana, Fabiano",2020009,"1992-07-30","Miami","",2007,"Italy","M","Di Felice; title application; currently United States"
"265","Castañeda, Georgui",3800954,"1976-08-02","Mytishchi","",2009,"Peru","M","Di Felice; title application; born Georgy Kastanieda"
"266","Cebalo, Mišo",14500094,"1945-02-06","Zagreb","",1985,"Yugoslavia","M","Di Felice; currently Croatia"
"267","Chabanon, Jean-Luc",600075,"1971-08-13","Clermont-Ferrand","",2001,"France","M","Di Felice"
"268","Chadaev, Nikolai",4167392,"1988-07-09","Smolensk","",2010,"Russia","M","Di Felice; title application"
"269","Chanda, Sandipan",5004225,"1983-08-13","Kolkata","",2003,"India","M","Di Felice"
"270","Chandler, Murray G.",400050,"1960-04-04","Wellington","",1983,"New Zealand","M","Di Felice; later England; currently New Zealand"
"271","Chandra, Akshat",25006711,"1999-05-28","Livingston, New Jersey","",2017,"United States","M","title application"
"272","Charbonneau, Pascal",2602504,"1983-05-06","Montreal","",2006,"Canada","M","Di Felice"
"273","Charnushevich, Aliaksei",13500767,"1978-12-18","Lida","",2012,"France","M","Di Felice; title application"
"274","Chatalbashev, Boris",2900440,"1974-01-30","Pleven","",1997,"Bulgaria","M","Di Felice; currently Denmark"
"275","Checa, Nicolas",2069342,"2001-12-19","New York City","",2019,"United States","M","title application"
"276","Chekhov, Valery A.",4100859,"1955-11-27","Moscow","",1984,"Soviet Union","M","Di Felice; currently Russia"
"277","Cheng, Bobby",4300033,"1997-03-20","Hamilton, New Zealand","",2019,"Australia","M","title application"
"278","Cheparinov, Ivan",2905540,"1986-11-26","Asenovgrad","",2004,"Bulgaria","M","Di Felice; title application; later Georgia; currently Bulgaria"
"279","Cherniaev, Alexander",4117301,"1969-08-26","Arkhangelsk","",2004,"Russia","M","Di Felice"
"280","Chernikov, Oleg",4103289,"1936-10-15","","2015-02-06",2000,"Russia","M","Di Felice"
"281","Chernin, Alexander",715620,"1960-03-06","Kharkiv","",1985,"Soviet Union","M","Di Felice; currently Hungary"
"282","Chernobay, Artem",4167406,"1989-06-23","Fryazino","",2011,"Russia","M","Di Felice; title application"
"283","Chernyshov, Konstantin",4117328,"1967-06-11","","",2000,"Russia","M","Di Felice"
"284","Chibukhchian, Artur",13300717,"1979-10-06","Tbilisi","",2009,"Armenia","M","Di Felice; title application"
"285","Chiburdanidze, Maia",13600036,"1961-01-17","Kutaisi","",1984,"Soviet Union","F","Di Felice; currently Georgia"
"286","Chigaev, Maksim",4108116,"1996-11-07","Kemerovo","",2016,"Russia","M","Di Felice; title application"
"287","Chirilă, Ioan-Cristian",1211668,"1991-01-06","Bucharest","",2009,"Romania","M","title application"
"288","Christiansen, Johan-Sebastian",1512668,"1998-06-10","","",2018,"Norway","M","title application"
"289","Christiansen, Larry",2000059,"1956-06-27","Riverside, California","",1977,"United States","M","Di Felice"
"290","Chuchelov, Vladimir",201260,"1969-09-28","Moscow","",1995,"Belgium","M","Di Felice"
"291","Chuprov, Dmitry",4119754,"1978-05-10","Kurgan","2012-09-14",2008,"Russia","M","Di Felice; title application"
"292","Cicak, Slavko",1700588,"1969-10-25","Podgorica","",2001,"Sweden","M","Di Felice"
"293","Cifuentes Parada, Roberto",2253488,"1957-12-21","Santiago","",1991,"Netherlands","M","Di Felice; currently Spain"
"294","Ciocâltea, Victor",NA,"1932-01-16","Bucharest","1983-09-10",1978,"Romania","M","Di Felice"
"295","Čirić, Dragoljub",901431,"1935-11-12","Novi Sad","2014-08-17",1965,"Yugoslavia","M","Di Felice; later Serbia"
"296","Čmilytė, Viktorija",12801259,"1983-08-06","Šiauliai","",2010,"Lithuania","F","Di Felice; title application"
"297","Čolović, Aleksandar",15000729,"1976-01-06","Skopje","",2013,"North Macedonia","M","Di Felice; title application"
"298","Comas Fabregó, Lluis",2200325,"1971-06-22","Santa Eugènia de Berga","",1999,"Spain","M","Di Felice"
"299","Conquest, Stuart C.",400181,"1967-03-01","Ilford","",1991,"England","M","Di Felice"
"300","Córdova, Emilio",3801497,"1991-07-08","Lima","",2008,"Peru","M","Di Felice; title application"
"301","Cori, Jorge",3802272,"1995-07-30","Lima","",2010,"Peru","M","Di Felice; title application"
"302","Cori Quispe, Kevin Joel",3814017,"1999-08-02","Lima","",2018,"Peru","M","title application"
"303","Cornette, Matthieu",620084,"1985-09-04","Bègles","",2008,"France","M","Di Felice; title application"
"304","Corrales Jimenez, Fidel",3506690,"1987-07-07","Pinar del Río","",2009,"Cuba","M","Di Felice; title application; currently United States"
"305","Cramling, Pia",1700030,"1963-04-23","Stockholm","",1992,"Sweden","F","Di Felice"
"306","Cruz, Cristhian",3801969,"1992-02-07","Lima","",2012,"Peru","M","Di Felice; title application"
"307","Csom, István",700100,"1940-06-02","Sátoral­jaújhely","",1973,"Hungary","M","Di Felice"
"308","Cuartas, Jaime Alexander",4401190,"1975-10-28","Medellín","",2009,"Colombia","M","Di Felice; title application"
"309","Cubas, José Fernando",3700267,"1981-04-09","Asunción","",2011,"Paraguay","M","Di Felice; title application"
"310","Cuenca Jiménez, José Fernando",2255570,"1987-03-17","Granada","",2015,"Spain","M","Di Felice; title application; title application"
"311","Cvek, Robert",307424,"1979-01-06","Krnov","",2007,"Czech Republic","M","Di Felice; title application"
"312","Cvitan, Ognjen",14500086,"1961-10-10","Šibenik","",1987,"Croatia","M","Di Felice"
"313","Cyborowski, Łukasz",1108760,"1980-06-21","Legnica","",2003,"Poland","M","Di Felice"
"314","Czarnota, Paweł",1121219,"1988-04-14","Olkusz","",2006,"Poland","M","Di Felice; title application"
"315","Czebe, Attila",705268,"1975-12-26","Budapest","",2003,"Hungary","M","Di Felice"
"316","Dake, Arthur",2001446,"1910-04-08","Portland","2000-04-28",1986,"United States","M","Di Felice; honorary"
"317","Dambacher, Martijn",1005030,"1979-10-22","Venlo","",2014,"Netherlands","M","Di Felice; title application"
"318","Damjanović, Mato",14500639,"1927-03-23","Đeletovci","2011-02-12",1964,"Yugoslavia","M","Di Felice; later Croatia"
"319","Damljanović, Branko",900125,"1961-06-17","Futog","",1989,"Yugoslavia","M","Di Felice; currently Serbia"
"320","Danielian, Elina",13300210,"1978-08-16","Baku","",2010,"Armenia","F","Di Felice; title application"
"321","Danielian, Oganes",13300237,"1974-01-03","Yerevan","2016-08-08",1999,"Armenia","M","Di Felice"
"322","Danielsen, Henrik",1400185,"1966-01-21","","",1996,"Denmark","M","Di Felice; currently Iceland"
"323","Danin, Alexandre",4144031,"1986-03-14","Bryansk","",2011,"Russia","M","Di Felice; title application"
"324","Đào Thiên Hải",12400084,"1978-05-10","","",1995,"Vietnam","M","Di Felice"
"325","Darga, Klaus",4600150,"1934-02-24","Pankow","",1964,"West Germany","M","Gaige; Di Felice; currently Germany"
